split,label,patch_path,source_path,crop_x1,crop_y1,crop_x2,crop_y2,defect_x1,defect_y1,defect_x2,defect_y2
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,227,1041,473,1287,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,227,1100,473,1346,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,186,1029,514,1357,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,147,1029,475,1357,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,226,1029,554,1357,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,186,990,514,1318,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,186,1069,514,1397,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,145,988,556,1399,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,96,988,507,1399,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,194,988,605,1399,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,145,939,556,1350,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b00_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,145,1037,556,1448,338.32,1152.34,362.62,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,250,1067,507,1324,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,220,1067,477,1324,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,281,1067,538,1324,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,250,1036,507,1293,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,250,1098,507,1355,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,207,1024,550,1367,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,166,1024,509,1367,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,249,1024,592,1367,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,207,983,550,1326,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,207,1065,550,1408,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,164,981,593,1410,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,113,981,542,1410,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,216,981,645,1410,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,164,929,593,1358,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b01_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,164,1032,593,1461,371.03,1152.34,386.92,1238.32
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,282,1070,531,1319,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,252,1070,501,1319,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,311,1070,560,1319,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,282,1040,531,1289,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,282,1100,531,1349,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,240,1029,572,1361,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,200,1029,532,1361,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,280,1029,612,1361,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,240,989,572,1321,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,240,1069,572,1401,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,199,987,614,1402,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,149,987,564,1402,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,248,987,663,1402,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,199,938,614,1353,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b02_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,199,1037,614,1452,396.26,1153.27,415.89,1236.45
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,452,1076,690,1314,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,424,1076,662,1314,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,481,1076,719,1314,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,452,1047,690,1285,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,452,1104,690,1342,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,413,1036,730,1353,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,375,1036,692,1353,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,451,1036,768,1353,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,413,998,730,1315,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,413,1074,730,1391,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,373,996,770,1393,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,325,996,722,1393,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,421,996,818,1393,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,373,949,770,1346,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b03_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,373,1044,770,1441,562.62,1155.14,580.37,1234.58
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,558,1071,807,1320,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,528,1071,777,1320,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,588,1071,837,1320,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,558,1041,807,1290,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,558,1101,807,1350,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,516,1030,848,1362,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,476,1030,808,1362,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,556,1030,888,1362,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,516,990,848,1322,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,516,1070,848,1402,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,475,988,890,1403,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,425,988,840,1403,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,525,988,940,1403,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,475,938,890,1353,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b04_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,475,1038,890,1453,671.03,1154.21,693.46,1237.38
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1318,1095,1542,1319,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1291,1095,1515,1319,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1345,1095,1569,1319,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1318,1068,1542,1292,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1318,1121,1542,1345,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1284,1061,1575,1352,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1249,1061,1540,1352,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1319,1061,1610,1352,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1284,1026,1575,1317,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1284,1096,1575,1387,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1248,1025,1612,1389,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1204,1025,1568,1389,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1292,1025,1656,1389,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1248,981,1612,1345,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b05_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1248,1068,1612,1432,1418.69,1170.09,1441.12,1242.99
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1368,1085,1603,1320,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1339,1085,1574,1320,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1396,1085,1631,1320,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1368,1057,1603,1292,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1368,1114,1603,1349,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1328,1046,1642,1360,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1290,1046,1604,1360,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1366,1046,1680,1360,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1328,1008,1642,1322,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1328,1083,1642,1397,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1289,1007,1681,1399,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1242,1007,1634,1399,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s2_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1336,1007,1728,1399,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s2_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1289,960,1681,1352,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b06_s2_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1289,1054,1681,1446,1471.96,1163.55,1498.13,1242.06
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s0_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1206,1091,1435,1320,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s0_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1179,1091,1408,1320,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s0_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1234,1091,1463,1320,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s0_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1206,1064,1435,1293,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s0_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1206,1119,1435,1348,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s1_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1168,1053,1474,1359,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s1_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1131,1053,1437,1359,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s1_j2.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1204,1053,1510,1359,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s1_j3.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1168,1016,1474,1322,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s1_j4.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1168,1089,1474,1395,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s2_j0.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1129,1014,1512,1397,1311.21,1167.29,1329.91,1243.93
train,void,D:\Xray\pcb_xray_annotation_workspace\void_roi_dataset\train\void\void_0071_b07_s2_j1.jpg,D:\Xray\pcb_xray_annotation_workspace\images\void\void_0071.jpg,1083,1014,1466,1397,1311.21,1167.29,1329.91,1243.93
