split,label,image_path,label_path
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0105.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0021.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0108.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0020.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0015.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0077.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0007.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0063.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/bridge/bridge_0012.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0100.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0032.jpg,
val,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0101.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0023.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0059.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0069.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0076.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0102.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0030.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0002.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0034.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0003.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0084.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0068.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0094.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0109.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0047.jpg,
test,background,D:/Xray/pcb_xray_annotation_workspace/images/insufficient_through_solder/insufficient_through_solder_0021.jpg,
